,mkt_excess_daily
2017-09-20,0.0005446865259804908
2017-09-21,-0.0031396381248109846
2017-09-22,0.0005588998536441565
2017-09-25,-0.0023116543163302144
2017-09-26,-1.574382903025272e-05
2017-09-27,0.003986198457929364
2017-09-28,0.0011132666848794677
2017-09-29,0.0036068634688536955
2017-10-02,0.003774731459121621
2017-10-03,0.002065111585015789
2017-10-04,0.0011545440614685086
2017-10-05,0.005538728927645092
2017-10-06,-0.0011671616213650745
2017-10-10,0.0004214806588167747
2017-10-11,0.0017097078260159162
2017-10-12,-0.0017795767199965185
2017-10-13,0.0007882618285173581
2017-10-16,0.0016589864729030178
2017-10-17,0.0005821168460312576
2017-10-18,0.0006502721407388544
2017-10-19,0.00023654451536535547
2017-10-20,0.005010070527892949
2017-10-23,-0.0040737333885580915
2017-10-24,0.0015217126997710852
2017-10-25,-0.004769618684653767
2017-10-26,0.0011737015818604755
2017-10-27,0.007945721804940143
2017-10-30,-0.003290527832866069
2017-10-31,0.0008506748611184192
2017-11-01,0.00149789365177852
2017-11-02,9.777266601906738e-05
2017-11-03,0.0030005019557237016
2017-11-06,0.0011794320939728746
2017-11-07,-0.00028013259588547285
2017-11-08,0.0013516021412568592
2017-11-09,-0.0038603809390152666
2017-11-10,-0.0009921601769160755
2017-11-13,0.0008890377104306667
2017-11-14,-0.002405618635842819
2017-11-15,-0.005632398341768741
2017-11-16,0.008069702326847054
2017-11-17,-0.0027215920825450425
2017-11-20,0.001181919432664761
2017-11-21,0.006427276080929296
2017-11-22,-0.0008415544941330998
2017-11-24,0.001962196907641274
2017-11-27,-0.00047534337760680946
2017-11-28,0.009708544826202951
2017-11-29,-0.00046224433891612775
2017-11-30,0.008062698488024218
2017-12-01,-0.002119533391930682
2017-12-04,-0.0011456610054118028
2017-12-05,-0.003838953324778708
2017-12-06,-0.00020551177017548005
2017-12-07,0.0028351165539840352
2017-12-08,0.005397863959957245
2017-12-11,0.0031031164645583956
2017-12-12,0.0014536105212271506
2017-12-13,-0.0005656317689735848
2017-12-14,-0.00417134283441033
2017-12-15,0.008842138306495113
2017-12-18,0.005254752922460152
2017-12-19,-0.003331935711860425
2017-12-20,-0.0009258354658558208
2017-12-21,0.0018864748237679722
2017-12-22,-0.0005554838270041816
2017-12-26,-0.0011558006477710105
2017-12-27,0.0006957401354553054
2017-12-28,0.001737043397918159
2017-12-29,-0.005290745493610664
2018-01-02,0.008172640549656203
2018-01-03,0.006282770246542253
2018-01-04,0.003924105186585065
2018-01-05,0.006912320940872907
2018-01-08,0.0015633643750137245
2018-01-09,0.0012021616977337466
2018-01-10,-0.0012127676310853637
2018-01-11,0.00690949092615399
2018-01-12,0.006627004579529359
2018-01-16,-0.0036302481043306986
2018-01-17,0.009270310546457529
2018-01-18,-0.001720327098766193
2018-01-19,0.004272245073024721
2018-01-22,0.007930188306244725
2018-01-23,0.0020689886917559237
2018-01-24,-0.0006639220610290756
2018-01-25,0.0004994231223664942
2018-01-26,0.011667462030115653
2018-01-29,-0.006860458233063117
2018-01-30,-0.011065523762638993
2018-01-31,0.00038237120014891594
2018-02-01,-0.0007571102392296435
2018-02-02,-0.02154780828022896
2018-02-05,-0.04195096671476591
2018-02-06,0.017181375388473835
2018-02-07,-0.005125265987282775
2018-02-08,-0.03837056585735279
2018-02-09,0.01471490332153622
2018-02-12,0.013706766256128024
2018-02-13,0.002498780102289432
2018-02-14,0.013199611896754518
2018-02-15,0.01188341948768037
2018-02-16,0.0002611144548627766
2018-02-20,-0.005971188037397731
2018-02-21,-0.005626649039805024
2018-02-22,0.000858863987857813
2018-02-23,0.015788607314560634
2018-02-26,0.011576539198569151
2018-02-27,-0.012901753730562432
2018-02-28,-0.011270091278714995
2018-03-01,-0.013523935849188099
2018-03-02,0.0049468860631403004
2018-03-05,0.010858946679966182
2018-03-06,0.002522712001436422
2018-03-07,-0.0005970484542863251
2018-03-08,0.004341248786826378
2018-03-09,0.017116104452112695
2018-03-12,-0.0013870825330573337
2018-03-13,-0.006495038177844851
2018-03-14,-0.005850939819500436
2018-03-15,-0.000892592354014278
2018-03-16,0.0015904843356806515
2018-03-19,-0.014417554152924507
2018-03-20,0.0013676520331489758
2018-03-21,-0.0019587487541993564
2018-03-22,-0.025595628850842544
2018-03-23,-0.02130016326666839
2018-03-26,0.0266835270944843
2018-03-27,-0.01753609753252822
2018-03-28,-0.003029344675847163
2018-03-29,0.013568510275386974
2018-04-02,-0.022697563300797776
2018-04-03,0.012426763355277816
2018-04-04,0.011390904385983539
2018-04-05,0.006728679523663074
2018-04-06,-0.022272492833449474
2018-04-09,0.0032221830803865112
2018-04-10,0.016479015000151476
2018-04-11,-0.005649883732924424
2018-04-12,0.008106156819668918
2018-04-13,-0.0030011557816243617
2018-04-16,0.007965594923574942
2018-04-17,0.010494715658949022
2018-04-18,0.0007187352124943488
2018-04-19,-0.005856795293552618
2018-04-20,-0.008688932653828025
2018-04-23,-6.0296113537301644e-05
2018-04-24,-0.01358818484076701
2018-04-25,0.0017169217646931375
2018-04-26,0.01026284735308511
2018-04-27,0.0009972498058884978
2018-04-30,-0.008336562578626435
2018-05-01,0.002429661307215614
2018-05-02,-0.007348092065214133
2018-05-03,-0.002371202141558192
2018-05-04,0.01261443999862977
2018-05-07,0.003336610525284771
2018-05-08,-0.0003818174755455999
2018-05-09,0.009518351100576942
2018-05-10,0.009210870740036596
2018-05-11,0.0015899984071494776
2018-05-14,0.0007658026758347159
2018-05-15,-0.006986032820959355
2018-05-16,0.003931577120846939
2018-05-17,-0.0009777713026647063
2018-05-18,-0.0027552730200740725
2018-05-21,0.007239996782409615
2018-05-22,-0.0032602963583989466
2018-05-23,0.003125463123932439
2018-05-24,-0.0021417891824443928
2018-05-25,-0.0024746021000207506
2018-05-29,-0.01173999828817671
2018-05-30,0.012504747588393653
2018-05-31,-0.007014075121422335
2018-06-01,0.01067774308066993
2018-06-04,0.004354610341858105
2018-06-05,0.0005881327718556265
2018-06-06,0.008414759773500194
2018-06-07,-0.0008290426678193574
