,rf_daily
2018-07-25,0.00011498455649411583
2018-07-26,0.0001165262247218412
2018-07-27,0.00011575546547531716
2018-07-30,0.0001165262247218412
2018-07-31,0.00011575546547531716
2018-08-01,0.00011729683429184298
2018-08-02,0.0001165262247218412
2018-08-03,0.00011537002970518716
2018-08-06,0.00011498455649411583
2018-08-07,0.0001165262247218412
2018-08-08,0.00011575546547531716
2018-08-09,0.00011459904583482845
2018-08-10,0.00011228519505891767
2018-08-13,0.0001126709305603882
2018-08-14,0.0001130566285699501
2018-08-15,0.00011189942205824895
2018-08-16,0.00011228519505891767
2018-08-17,0.00011228519505891767
2018-08-20,0.00011035595491772711
2018-08-21,0.0001115136115510904
2018-08-22,0.00011035595491772711
2018-08-23,0.00011035595491772711
2018-08-24,0.00011035595491772711
2018-08-27,0.0001115136115510904
2018-08-28,0.0001126709305603882
2018-08-29,0.0001130566285699501
2018-08-30,0.00011189942205824895
2018-08-31,0.00011189942205824895
2018-09-04,0.00011344228909489076
2018-09-05,0.00011344228909489076
2018-09-06,0.0001126709305603882
2018-09-07,0.00011498455649411583
2018-09-10,0.00011498455649411583
2018-09-11,0.0001165262247218412
2018-09-12,0.00011614086381177834
2018-09-13,0.00011614086381177834
2018-09-14,0.000116911548212774
2018-09-17,0.000116911548212774
2018-09-18,0.00011922270376339938
2018-09-19,0.00012037777696854319
2018-09-20,0.00011999278992305534
2018-09-21,0.00011999278992305534
2018-09-24,0.00012037777696854319
2018-09-25,0.00012114763902707457
2018-09-26,0.00011960776552375717
2018-09-27,0.00011960776552375717
2018-09-28,0.00011922270376339938
2018-10-01,0.00012076272666746792
2018-10-02,0.00011922270376339938
2018-10-03,0.00012307164098876802
2018-10-04,0.00012461017118861763
2018-10-05,0.00012614810511669578
2018-10-09,0.0001253792126577404
2018-10-10,0.00012576367750987986
2018-10-11,0.00012268691521714924
2018-10-12,0.00012307164098876802
2018-10-15,0.00012345632946449497
2018-10-16,0.00012345632946449497
2018-10-17,0.00012461017118861763
2018-10-18,0.0001238409806515604
2018-10-19,0.00012499471055305958
2018-10-22,0.00012499471055305958
2018-10-23,0.0001238409806515604
2018-10-24,0.00012114763902707457
2018-10-25,0.00012268691521714924
2018-10-26,0.00012037777696854319
2018-10-29,0.00012037777696854319
2018-10-30,0.00012191735175730349
2018-10-31,0.00012307164098876802
2018-11-01,0.00012268691521714924
2018-11-02,0.00012576367750987986
2018-11-05,0.00012499471055305958
2018-11-06,0.00012576367750987986
2018-11-07,0.00012576367750987986
2018-11-08,0.00012653249548540368
2018-11-09,0.00012461017118861763
2018-11-13,0.00012268691521714924
2018-11-14,0.00012191735175730349
2018-11-15,0.00012153251405460613
2018-11-16,0.00012037777696854319
2018-11-19,0.00011960776552375717
2018-11-20,0.00011960776552375717
2018-11-21,0.00011960776552375717
2018-11-23,0.00011922270376339938
2018-11-26,0.00011999278992305534
2018-11-27,0.00011960776552375717
2018-11-28,0.00011960776552375717
2018-11-29,0.00011845246813049719
2018-11-30,0.0001176820829663122
2018-12-03,0.0001165262247218412
2018-12-04,0.00011382791214249548
2018-12-06,0.00011228519505891767
2018-12-07,0.0001115136115510904
2018-12-10,0.0001115136115510904
2018-12-11,0.0001130566285699501
2018-12-12,0.00011382791214249548
2018-12-13,0.00011382791214249548
2018-12-14,0.0001130566285699501
2018-12-17,0.00011189942205824895
2018-12-18,0.00011035595491772711
2018-12-19,0.00010842577638448576
2018-12-20,0.0001091979604632511
2018-12-21,0.0001091979604632511
2018-12-24,0.00010726721845647031
2018-12-26,0.00010996999431165
2018-12-27,0.00010842577638448576
2018-12-28,0.00010649465854587216
2018-12-31,0.00010533553659568338
2019-01-02,0.00010417607596851468
2019-01-03,0.00010030875866773256
2019-01-04,0.00010456260048723001
2019-01-07,0.0001057219482000837
2019-01-08,0.00010688095730190889
2019-01-09,0.00010726721845647031
2019-01-10,0.00010726721845647031
2019-01-11,0.00010610832218103774
2019-01-14,0.00010610832218103774
2019-01-15,0.00010649465854587216
2019-01-16,0.00010688095730190889
2019-01-17,0.00010765344201687577
2019-01-18,0.0001091979604632511
2019-01-22,0.00010726721845647031
2019-01-23,0.00010803962799044257
2019-01-24,0.00010649465854587216
2019-01-25,0.00010803962799044257
2019-01-28,0.00010765344201687577
2019-01-29,0.00010649465854587216
2019-01-30,0.0001057219482000837
2019-01-31,0.00010301627646639533
2019-02-01,0.0001057219482000837
2019-02-04,0.00010688095730190889
2019-02-05,0.00010610832218103774
2019-02-06,0.0001057219482000837
2019-02-07,0.00010378951379702849
2019-02-08,0.00010301627646639533
2019-02-11,0.00010378951379702849
2019-02-12,0.00010494908736050884
2019-02-13,0.00010610832218103774
2019-02-14,0.00010417607596851468
2019-02-15,0.00010417607596851468
2019-02-19,0.00010378951379702849
2019-02-20,0.00010378951379702849
2019-02-21,0.00010533553659568338
2019-02-22,0.00010378951379702849
2019-02-25,0.00010456260048723001
2019-02-26,0.00010340291396543492
2019-02-27,0.00010533553659568338
2019-02-28,0.00010688095730190889
2019-03-01,0.00010803962799044257
2019-03-04,0.00010649465854587216
2019-03-05,0.00010649465854587216
2019-03-06,0.00010533553659568338
2019-03-07,0.00010340291396543492
2019-03-08,0.00010262960129256893
2019-03-11,0.00010340291396543492
2019-03-12,0.0001022428884366128
2019-03-13,0.0001022428884366128
2019-03-14,0.00010301627646639533
2019-03-15,0.00010146934964892875
2019-03-18,0.0001018561378911818
2019-03-19,0.0001022428884366128
2019-03-20,9.953484272802874e-05
2019-03-21,9.953484272802874e-05
2019-03-22,9.566299739378216e-05
2019-03-25,9.527560500139624e-05
2019-03-26,9.450070674307494e-05
2019-03-27,9.372565713743662e-05
2019-03-28,9.372565713743662e-05
2019-03-29,9.450070674307494e-05
2019-04-01,9.75993922832545e-05
2019-04-02,9.721218889042608e-05
2019-04-03,9.876077582451937e-05
2019-04-04,9.83736857429313e-05
2019-04-05,9.798655789829926e-05
2019-04-08,9.876077582451937e-05
2019-04-09,9.83736857429313e-05
2019-04-10,9.721218889042608e-05
2019-04-11,9.83736857429313e-05
2019-04-12,0.00010030875866773256
2019-04-15,9.99218195646759e-05
2019-04-16,0.0001018561378911818
2019-04-17,0.00010146934964892875
2019-04-18,0.00010069566004455674
2019-04-22,0.00010146934964892875
2019-04-23,0.00010069566004455674
2019-04-24,9.914782815043095e-05
2019-04-25,9.953484272802874e-05
2019-04-26,9.83736857429313e-05
2019-04-29,9.953484272802874e-05
2019-04-30,9.83736857429313e-05
2019-05-01,9.876077582451937e-05
2019-05-02,9.99218195646759e-05
2019-05-03,9.953484272802874e-05
2019-05-06,9.83736857429313e-05
2019-05-07,9.605035197149746e-05
2019-05-08,9.75993922832545e-05
2019-05-09,9.605035197149746e-05
2019-05-10,9.682494771244096e-05
2019-05-13,9.411320086236534e-05
2019-05-14,9.488817478695587e-05
2019-05-15,9.295045612534964e-05
2019-05-16,9.411320086236534e-05
2019-05-17,9.372565713743662e-05
2019-05-20,9.450070674307494e-05
2019-05-21,9.527560500139624e-05
2019-05-22,9.372565713743662e-05
2019-05-23,9.062394405856003e-05
2019-05-24,9.101179080355552e-05
2019-05-28,8.868414152286415e-05
2019-05-29,8.829606720166557e-05
2019-05-30,8.713161647635769e-05
2019-05-31,8.402474298177209e-05
2019-06-03,8.1304231854427e-05
2019-06-04,8.32476443856818e-05
2019-06-05,8.32476443856818e-05
2019-06-06,8.32476443856818e-05
2019-06-07,8.208171108266905e-05
2019-06-10,8.441323522039592e-05
2019-06-11,8.441323522039592e-05
2019-06-12,8.36362127060171e-05
2019-06-13,8.247039358146195e-05
2019-06-14,8.208171108266905e-05
2019-06-17,8.208171108266905e-05
2019-06-18,8.091543511005548e-05
2019-06-19,7.974881626635871e-05
2019-06-20,7.89708797870483e-05
2019-06-21,8.1304231854427e-05
2019-06-24,7.93598670900362e-05
2019-06-25,7.858185434991956e-05
2019-06-26,8.052660026889838e-05
2019-06-27,7.89708797870483e-05
2019-06-28,7.858185434991956e-05
2019-07-01,7.974881626635871e-05
2019-07-02,7.780368904332679e-05
2019-07-03,7.702537111041027e-05
2019-07-05,8.01377273234891e-05
2019-07-08,8.052660026889838e-05
2019-07-09,8.1304231854427e-05
2019-07-10,8.1304231854427e-05
2019-07-11,8.36362127060171e-05
2019-07-12,8.32476443856818e-05
2019-07-15,8.208171108266905e-05
2019-07-16,8.36362127060171e-05
2019-07-17,8.091543511005548e-05
2019-07-18,8.01377273234891e-05
2019-07-19,8.052660026889838e-05
2019-07-22,8.052660026889838e-05
2019-07-23,8.169299050947743e-05
2019-07-24,8.052660026889838e-05
2019-07-25,8.169299050947743e-05
2019-07-26,8.169299050947743e-05
2019-07-29,8.091543511005548e-05
2019-07-30,8.091543511005548e-05
2019-07-31,7.93598670900362e-05
2019-08-01,7.468950095471296e-05
2019-08-02,7.313148995383787e-05
2019-08-05,6.884380291513124e-05
2019-08-06,6.80637254665304e-05
2019-08-07,6.728349464052925e-05
2019-08-08,6.767362922947469e-05
2019-08-09,6.845378335923679e-05
2019-08-12,6.494188129469933e-05
2019-08-13,6.611286068693322e-05
2019-08-14,6.259888537842158e-05
2019-08-15,5.9863640547781564e-05
2019-08-16,6.103611919961267e-05
2019-08-19,6.298948077892922e-05
2019-08-20,6.103611919961267e-05
2019-08-21,6.259888537842158e-05
2019-08-22,6.377055625989865e-05
2019-08-23,5.9863640547781564e-05
2019-08-26,6.0645331472845164e-05
2019-08-27,5.8690815367600574e-05
2019-08-28,5.7908739297222564e-05
2019-08-29,5.908179561012126e-05
2019-08-30,5.908179561012126e-05
2019-09-03,5.7908739297222564e-05
2019-09-04,5.7908739297222564e-05
2019-09-05,6.181757921951771e-05
2019-09-06,6.103611919961267e-05
2019-09-09,6.416103635549083e-05
2019-09-10,6.767362922947469e-05
2019-09-11,6.884380291513124e-05
2019-09-12,7.040349792125843e-05
2019-09-13,7.468950095471296e-05
2019-09-16,7.235225500420509e-05
2019-09-17,7.118311559925793e-05
2019-09-18,7.079332590607545e-05
2019-09-19,7.040349792125843e-05
2019-09-20,6.845378335923679e-05
2019-09-23,6.767362922947469e-05
2019-09-24,6.455147803123786e-05
2019-09-25,6.80637254665304e-05
2019-09-26,6.689332169215399e-05
2019-09-27,6.650311037680406e-05
2019-09-30,6.611286068693322e-05
2019-10-01,6.494188129469933e-05
2019-10-02,6.298948077892922e-05
2019-10-03,6.0645331472845164e-05
2019-10-04,5.9863640547781564e-05
2019-10-07,6.142686844597768e-05
2019-10-08,6.0645331472845164e-05
2019-10-09,6.259888537842158e-05
2019-10-10,6.572257261499297e-05
2019-10-11,6.923378414174883e-05
2019-10-15,6.962372704662247e-05
2019-10-16,6.884380291513124e-05
2019-10-17,6.923378414174883e-05
2019-10-18,6.923378414174883e-05
2019-10-21,7.079332590607545e-05
2019-10-22,7.001363163728286e-05
2019-10-23,6.962372704662247e-05
2019-10-24,6.962372704662247e-05
2019-10-25,7.079332590607545e-05
2019-10-28,7.274189160604532e-05
2019-10-29,7.235225500420509e-05
2019-10-30,7.001363163728286e-05
2019-10-31,6.650311037680406e-05
2019-11-01,6.80637254665304e-05
2019-11-04,7.040349792125843e-05
2019-11-05,7.313148995383787e-05
2019-11-06,7.118311559925793e-05
2019-11-07,7.546827712603949e-05
2019-11-08,7.624690049128718e-05
2019-11-12,7.546827712603949e-05
2019-11-13,7.391057191732071e-05
2019-11-14,7.157286700832768e-05
2019-11-15,7.235225500420509e-05
2019-11-18,7.118311559925793e-05
2019-11-19,7.040349792125843e-05
2019-11-20,6.80637254665304e-05
2019-11-21,6.962372704662247e-05
2019-11-22,6.962372704662247e-05
2019-11-25,6.923378414174883e-05
2019-11-26,6.845378335923679e-05
2019-11-27,6.962372704662247e-05
2019-11-29,7.001363163728286e-05
2019-12-02,7.196258014080428e-05
2019-12-03,6.767362922947469e-05
2019-12-04,6.962372704662247e-05
2019-12-05,7.079332590607545e-05
2019-12-06,7.235225500420509e-05
2019-12-09,7.196258014080428e-05
2019-12-10,7.274189160604532e-05
2019-12-11,7.040349792125843e-05
2019-12-12,7.468950095471296e-05
2019-12-13,7.157286700832768e-05
2019-12-16,7.430005554802583e-05
2019-12-17,7.430005554802583e-05
2019-12-18,7.546827712603949e-05
2019-12-19,7.546827712603949e-05
2019-12-20,7.546827712603949e-05
2019-12-23,7.585760790567517e-05
2019-12-24,7.468950095471296e-05
2019-12-26,7.468950095471296e-05
2019-12-27,7.391057191732071e-05
2019-12-30,7.468950095471296e-05
2019-12-31,7.546827712603949e-05
2020-01-02,7.391057191732071e-05
2020-01-03,7.079332590607545e-05
2020-01-06,7.118311559925793e-05
2020-01-07,7.196258014080428e-05
2020-01-08,7.35210500550935e-05
2020-01-09,7.274189160604532e-05
2020-01-10,7.196258014080428e-05
2020-01-13,7.274189160604532e-05
2020-01-14,7.157286700832768e-05
2020-01-15,7.040349792125843e-05
2020-01-16,7.118311559925793e-05
2020-01-17,7.235225500420509e-05
2020-01-21,7.001363163728286e-05
2020-01-22,6.962372704662247e-05
2020-01-23,6.845378335923679e-05
2020-01-24,6.689332169215399e-05
2020-01-27,6.338003773689947e-05
2020-01-28,6.494188129469933e-05
2020-01-29,6.298948077892922e-05
2020-01-30,6.181757921951771e-05
2020-01-31,5.94727373343184e-05
2020-02-03,6.0645331472845164e-05
2020-02-04,6.338003773689947e-05
2020-02-05,6.533224615343266e-05
2020-02-06,6.494188129469933e-05
2020-02-07,6.259888537842158e-05
2020-02-10,6.142686844597768e-05
2020-02-11,6.259888537842158e-05
2020-02-12,6.377055625989865e-05
2020-02-13,6.338003773689947e-05
2020-02-14,6.259888537842158e-05
2020-02-18,6.103611919961267e-05
2020-02-19,6.142686844597768e-05
2020-02-20,5.9863640547781564e-05
2020-02-21,5.751764345417663e-05
2020-02-24,5.438748831790463e-05
2020-02-25,5.242988679418611e-05
2020-02-26,5.242988679418611e-05
2020-02-27,5.1254862168834245e-05
2020-02-28,4.458980923011019e-05
2020-03-02,4.341246046958041e-05
2020-03-03,4.027115496752038e-05
2020-03-04,4.027115496752038e-05
2020-03-05,3.6341022955419544e-05
2020-03-06,2.9256961624655385e-05
2020-03-09,2.1370921731499557e-05
2020-03-10,3.0044704350468754e-05
2020-03-11,3.240699470791032e-05
2020-03-12,3.476787963719314e-05
2020-03-13,3.712736080962313e-05
2020-03-16,2.8863031613089165e-05
2020-03-17,4.027115496752038e-05
2020-03-18,4.655128125277261e-05
2020-03-19,4.419739845419056e-05
2020-03-20,3.6341022955419544e-05
2020-03-23,3.0044704350468754e-05
2020-03-24,3.3194112427093935e-05
2020-03-25,3.476787963719314e-05
2020-03-26,3.280057308346267e-05
2020-03-27,2.846906249206529e-05
2020-03-30,2.7681006890575944e-05
2020-03-31,2.7681006890575944e-05
2020-04-01,2.4527218551909122e-05
2020-04-02,2.4921579195041494e-05
2020-04-03,2.4527218551909122e-05
2020-04-06,2.6498629973176573e-05
2020-04-07,2.9650852534528e-05
2020-04-08,3.0438517080237066e-05
2020-04-09,2.8863031613089165e-05
2020-04-13,3.0044704350468754e-05
2020-04-14,3.0044704350468754e-05
2020-04-15,2.4921579195041494e-05
2020-04-16,2.413281871376172e-05
2020-04-17,2.5710182927416957e-05
2020-04-20,2.4921579195041494e-05
2020-04-21,2.2949383951299052e-05
2020-04-22,2.4921579195041494e-05
2020-04-23,2.413281871376172e-05
2020-04-24,2.3738379672807417e-05
2020-04-27,2.6498629973176573e-05
2020-04-28,2.4527218551909122e-05
2020-04-29,2.4921579195041494e-05
2020-04-30,2.5315900650948363e-05
2020-05-01,2.5315900650948363e-05
2020-05-04,2.5315900650948363e-05
2020-05-05,2.610442603223217e-05
2020-05-06,2.846906249206529e-05
2020-05-07,2.4921579195041494e-05
2020-05-08,2.728692039457168e-05
2020-05-11,2.8863031613089165e-05
2020-05-12,2.728692039457168e-05
2020-05-13,2.5315900650948363e-05
2020-05-14,2.4921579195041494e-05
2020-05-15,2.5315900650948363e-05
2020-05-18,2.8863031613089165e-05
2020-05-19,2.7681006890575944e-05
2020-05-20,2.6892794758030433e-05
2020-05-21,2.6892794758030433e-05
2020-05-22,2.610442603223217e-05
2020-05-26,2.728692039457168e-05
2020-05-27,2.6892794758030433e-05
2020-05-28,2.7681006890575944e-05
2020-05-29,2.5710182927416957e-05
2020-06-01,2.610442603223217e-05
2020-06-02,2.6892794758030433e-05
2020-06-03,3.0438517080237066e-05
2020-06-04,3.240699470791032e-05
2020-06-05,3.594779558867519e-05
2020-06-08,3.476787963719314e-05
2020-06-09,3.3194112427093935e-05
2020-06-10,2.9650852534528e-05
2020-06-11,2.610442603223217e-05
2020-06-12,2.80750542538174e-05
2020-06-15,2.80750542538174e-05
2020-06-16,2.9650852534528e-05
2020-06-17,2.9256961624655385e-05
2020-06-18,2.80750542538174e-05
2020-06-19,2.7681006890575944e-05
2020-06-22,2.80750542538174e-05
2020-06-23,2.846906249206529e-05
2020-06-24,2.728692039457168e-05
2020-06-25,2.6892794758030433e-05
2020-06-26,2.5315900650948363e-05
2020-06-29,2.5315900650948363e-05
2020-06-30,2.610442603223217e-05
2020-07-01,2.728692039457168e-05
2020-07-02,2.6892794758030433e-05
2020-07-06,2.728692039457168e-05
2020-07-07,2.5710182927416957e-05
2020-07-08,2.6498629973176573e-05
2020-07-09,2.4527218551909122e-05
2020-07-10,2.5710182927416957e-05
2020-07-13,2.5315900650948363e-05
2020-07-14,2.4921579195041494e-05
2020-07-15,2.5315900650948363e-05
2020-07-16,2.4527218551909122e-05
2020-07-17,2.5315900650948363e-05
2020-07-20,2.4527218551909122e-05
2020-07-21,2.413281871376172e-05
2020-07-22,2.3738379672807417e-05
2020-07-23,2.334390142125203e-05
2020-07-24,2.334390142125203e-05
2020-07-27,2.4527218551909122e-05
2020-07-28,2.334390142125203e-05
2020-07-29,2.2949383951299052e-05
2020-07-30,2.1765596153054547e-05
2020-07-31,2.1765596153054547e-05
2020-08-03,2.2160231325002632e-05
2020-08-04,2.0581455108333945e-05
2020-08-05,2.1765596153054547e-05
2020-08-06,2.1765596153054547e-05
2020-08-07,2.255482725514964e-05
2020-08-10,2.334390142125203e-05
2020-08-11,2.5315900650948363e-05
2020-08-12,2.728692039457168e-05
2020-08-13,2.80750542538174e-05
2020-08-14,2.80750542538174e-05
2020-08-17,2.728692039457168e-05
2020-08-18,2.6498629973176573e-05
2020-08-19,2.6892794758030433e-05
2020-08-20,2.5710182927416957e-05
2020-08-21,2.5315900650948363e-05
2020-08-24,2.5710182927416957e-05
2020-08-25,2.728692039457168e-05
2020-08-26,2.728692039457168e-05
2020-08-27,2.9256961624655385e-05
2020-08-28,2.9256961624655385e-05
2020-08-31,2.846906249206529e-05
2020-09-01,2.6892794758030433e-05
2020-09-02,2.610442603223217e-05
2020-09-03,2.4921579195041494e-05
2020-09-04,2.846906249206529e-05
2020-09-08,2.728692039457168e-05
2020-09-09,2.80750542538174e-05
2020-09-10,2.6892794758030433e-05
2020-09-11,2.6498629973176573e-05
2020-09-14,2.6892794758030433e-05
2020-09-15,2.6892794758030433e-05
2020-09-16,2.728692039457168e-05
2020-09-17,2.728692039457168e-05
2020-09-18,2.7681006890575944e-05
2020-09-21,2.6892794758030433e-05
2020-09-22,2.6892794758030433e-05
2020-09-23,2.6892794758030433e-05
2020-09-24,2.6498629973176573e-05
2020-09-25,2.610442603223217e-05
2020-09-28,2.6498629973176573e-05
2020-09-29,2.610442603223217e-05
2020-09-30,2.728692039457168e-05
2020-10-01,2.6892794758030433e-05
2020-10-02,2.7681006890575944e-05
2020-10-05,3.083229073159005e-05
2020-10-06,3.0044704350468754e-05
2020-10-07,3.201337729269362e-05
2020-10-08,3.083229073159005e-05
2020-10-09,3.122602531228253e-05
2020-10-13,2.9256961624655385e-05
2020-10-14,2.8863031613089165e-05
2020-10-15,2.9256961624655385e-05
2020-10-16,3.0044704350468754e-05
2020-10-19,3.083229073159005e-05
2020-10-20,3.201337729269362e-05
2020-10-21,3.280057308346267e-05
2020-10-22,3.437449634385947e-05
2020-10-23,3.3587612746545095e-05
2020-10-26,3.201337729269362e-05
2020-10-27,3.122602531228253e-05
2020-10-28,3.122602531228253e-05
2020-10-29,3.3587612746545095e-05
2020-10-30,3.476787963719314e-05
2020-11-02,3.437449634385947e-05
2020-11-03,3.5554529251872226e-05
2020-11-04,3.083229073159005e-05
2020-11-05,3.122602531228253e-05
2020-11-06,3.280057308346267e-05
2020-11-09,3.791354287623695e-05
2020-11-10,3.869956921697739e-05
2020-11-12,3.476787963719314e-05
2020-11-13,3.516122393728757e-05
2020-11-16,3.594779558867519e-05
2020-11-17,3.437449634385947e-05
2020-11-18,3.476787963719314e-05
2020-11-19,3.398107404955482e-05
2020-11-20,3.280057308346267e-05
2020-11-23,3.398107404955482e-05
2020-11-24,3.476787963719314e-05
2020-11-25,3.476787963719314e-05
2020-11-27,3.3194112427093935e-05
2020-11-30,3.3194112427093935e-05
2020-12-01,3.6341022955419544e-05
2020-12-02,3.752047131252063e-05
2020-12-03,3.6341022955419544e-05
2020-12-04,3.83065755084855e-05
2020-12-07,3.712736080962313e-05
2020-12-08,3.6341022955419544e-05
2020-12-09,3.752047131252063e-05
2020-12-10,3.6341022955419544e-05
2020-12-11,3.5554529251872226e-05
2020-12-14,3.5554529251872226e-05
2020-12-15,3.6341022955419544e-05
2020-12-16,3.6341022955419544e-05
2020-12-17,3.712736080962313e-05
2020-12-18,3.752047131252063e-05
2020-12-21,3.752047131252063e-05
2020-12-22,3.673421135982876e-05
2020-12-23,3.791354287623695e-05
2020-12-24,3.712736080962313e-05
2020-12-28,3.712736080962313e-05
2020-12-29,3.712736080962313e-05
2020-12-30,3.673421135982876e-05
2020-12-31,3.673421135982876e-05
2021-01-04,3.673421135982876e-05
2021-01-05,3.791354287623695e-05
2021-01-06,4.105671450057249e-05
2021-01-07,4.2627367190087415e-05
2021-01-08,4.458980923011019e-05
2021-01-11,4.5374514387552263e-05
2021-01-12,4.5374514387552263e-05
2021-01-13,4.341246046958041e-05
2021-01-14,4.5374514387552263e-05
2021-01-15,4.380494886990654e-05
2021-01-19,4.341246046958041e-05
2021-01-20,4.341246046958041e-05
2021-01-21,4.419739845419056e-05
2021-01-22,4.341246046958041e-05
2021-01-25,4.1449435958486524e-05
2021-01-26,4.1449435958486524e-05
2021-01-27,4.105671450057249e-05
2021-01-28,4.2234762295554603e-05
2021-01-29,4.380494886990654e-05
2021-02-01,4.3019933245534795e-05
2021-02-02,4.419739845419056e-05
2021-02-03,4.5374514387552263e-05
2021-02-04,4.5374514387552263e-05
2021-02-05,4.694345933959215e-05
2021-02-08,4.694345933959215e-05
2021-02-09,4.655128125277261e-05
2021-02-10,4.5374514387552263e-05
2021-02-11,4.5766808784417004e-05
2021-02-12,4.733559867172148e-05
2021-02-16,5.1254862168834245e-05
2021-02-17,5.086310996275533e-05
2021-02-18,5.086310996275533e-05
2021-02-19,5.2821484363779426e-05
2021-02-22,5.399604526276566e-05
2021-02-23,5.399604526276566e-05
2021-02-24,5.438748831790463e-05
2021-02-25,6.0645331472845164e-05
2021-02-26,5.673533611438251e-05
2021-03-01,5.712650906242992e-05
2021-03-02,5.595287451897471e-05
2021-03-03,5.7908739297222564e-05
2021-03-04,6.0645331472845164e-05
2021-03-05,6.142686844597768e-05
2021-03-08,6.259888537842158e-05
2021-03-09,6.103611919961267e-05
2021-03-10,6.0254505258095456e-05
2021-03-11,6.0645331472845164e-05
2021-03-12,6.455147803123786e-05
2021-03-15,6.377055625989865e-05
2021-03-16,6.377055625989865e-05
2021-03-17,6.416103635549083e-05
2021-03-18,6.728349464052925e-05
2021-03-19,6.845378335923679e-05
2021-03-22,6.650311037680406e-05
2021-03-23,6.416103635549083e-05
2021-03-24,6.377055625989865e-05
2021-03-25,6.416103635549083e-05
2021-03-26,6.572257261499297e-05
2021-03-29,6.80637254665304e-05
2021-03-30,6.80637254665304e-05
2021-03-31,6.845378335923679e-05
2021-04-01,6.650311037680406e-05
2021-04-05,6.80637254665304e-05
2021-04-06,6.572257261499297e-05
2021-04-07,6.611286068693322e-05
2021-04-08,6.455147803123786e-05
2021-04-09,6.572257261499297e-05
2021-04-12,6.650311037680406e-05
2021-04-13,6.455147803123786e-05
2021-04-14,6.455147803123786e-05
2021-04-15,6.142686844597768e-05
2021-04-16,6.259888537842158e-05
2021-04-19,6.338003773689947e-05
2021-04-20,6.2208251527808e-05
2021-04-21,6.181757921951771e-05
2021-04-22,6.181757921951771e-05
2021-04-23,6.2208251527808e-05
2021-04-26,6.2208251527808e-05
2021-04-27,6.416103635549083e-05
2021-04-28,6.416103635549083e-05
2021-04-29,6.494188129469933e-05
2021-04-30,6.494188129469933e-05
2021-05-03,6.416103635549083e-05
2021-05-04,6.338003773689947e-05
2021-05-05,6.259888537842158e-05
2021-05-06,6.2208251527808e-05
2021-05-07,6.298948077892922e-05
2021-05-10,6.416103635549083e-05
2021-05-11,6.455147803123786e-05
2021-05-12,6.650311037680406e-05
2021-05-13,6.533224615343266e-05
2021-05-14,6.416103635549083e-05
2021-05-17,6.455147803123786e-05
2021-05-18,6.455147803123786e-05
2021-05-19,6.611286068693322e-05
2021-05-20,6.416103635549083e-05
2021-05-21,6.416103635549083e-05
2021-05-24,6.338003773689947e-05
2021-05-25,6.142686844597768e-05
2021-05-26,6.2208251527808e-05
2021-05-27,6.338003773689947e-05
2021-05-28,6.2208251527808e-05
2021-06-01,6.377055625989865e-05
2021-06-02,6.259888537842158e-05
2021-06-03,6.416103635549083e-05
2021-06-04,6.142686844597768e-05
2021-06-07,6.181757921951771e-05
2021-06-08,6.0254505258095456e-05
2021-06-09,5.908179561012126e-05
2021-06-10,5.712650906242992e-05
2021-06-11,5.7908739297222564e-05
2021-06-14,5.94727373343184e-05
2021-06-15,5.94727373343184e-05
2021-06-16,6.181757921951771e-05
2021-06-17,5.9863640547781564e-05
2021-06-18,5.712650906242992e-05
2021-06-21,5.908179561012126e-05
2021-06-22,5.829979659916541e-05
2021-06-23,5.908179561012126e-05
2021-06-24,5.8690815367600574e-05
2021-06-25,6.0645331472845164e-05
2021-06-28,5.8690815367600574e-05
2021-06-29,5.8690815367600574e-05
2021-06-30,5.712650906242992e-05
2021-07-01,5.829979659916541e-05
2021-07-02,5.673533611438251e-05
2021-07-06,5.399604526276566e-05
2021-07-07,5.242988679418611e-05
2021-07-08,5.1254862168834245e-05
2021-07-09,5.399604526276566e-05
2021-07-12,5.438748831790463e-05
2021-07-13,5.595287451897471e-05
2021-07-14,5.399604526276566e-05
2021-07-15,5.16465757043443e-05
2021-07-16,5.16465757043443e-05
2021-07-19,4.694345933959215e-05
2021-07-20,4.8511784216543446e-05
2021-07-21,5.1254862168834245e-05
2021-07-22,5.007948950834206e-05
2021-07-23,5.1254862168834245e-05
2021-07-26,5.086310996275533e-05
2021-07-27,4.929571427998853e-05
2021-07-28,4.968762124472893e-05
2021-07-29,5.047131907847068e-05
2021-07-30,4.8903768606475804e-05
2021-08-02,4.733559867172148e-05
2021-08-03,4.694345933959215e-05
2021-08-04,4.694345933959215e-05
2021-08-05,4.8511784216543446e-05
2021-08-06,5.16465757043443e-05
2021-08-09,5.242988679418611e-05
2021-08-10,5.360456359044563e-05
2021-08-11,5.321304329332437e-05
2021-08-12,5.360456359044563e-05
2021-08-13,5.086310996275533e-05
2021-08-16,4.968762124472893e-05
2021-08-17,4.968762124472893e-05
2021-08-18,5.007948950834206e-05
2021-08-19,4.8903768606475804e-05
2021-08-20,4.968762124472893e-05
2021-08-23,4.929571427998853e-05
2021-08-24,5.086310996275533e-05
2021-08-25,5.321304329332437e-05
2021-08-26,5.2821484363779426e-05
2021-08-27,5.16465757043443e-05
2021-08-30,5.086310996275533e-05
2021-08-31,5.1254862168834245e-05
2021-09-01,5.16465757043443e-05
2021-09-02,5.086310996275533e-05
