,rf_daily
2015-09-14,8.557848378793883e-05
2015-09-15,8.946017632894617e-05
2015-09-16,9.023605940273548e-05
2015-09-17,8.674339028926004e-05
2015-09-18,8.36362127060171e-05
2015-09-21,8.635512611711393e-05
2015-09-22,8.402474298177209e-05
2015-09-23,8.48016894293355e-05
2015-09-24,8.36362127060171e-05
2015-09-25,8.519010561603561e-05
2015-09-28,8.247039358146195e-05
2015-09-29,8.052660026889838e-05
2015-09-30,8.091543511005548e-05
2015-10-01,8.052660026889838e-05
2015-10-02,7.819279077117234e-05
2015-10-05,8.1304231854427e-05
2015-10-06,8.052660026889838e-05
2015-10-07,8.169299050947743e-05
2015-10-08,8.32476443856818e-05
2015-10-09,8.32476443856818e-05
2015-10-13,8.091543511005548e-05
2015-10-14,7.819279077117234e-05
2015-10-15,8.01377273234891e-05
2015-10-16,8.01377273234891e-05
2015-10-19,8.01377273234891e-05
2015-10-20,8.169299050947743e-05
2015-10-21,8.01377273234891e-05
2015-10-22,8.01377273234891e-05
2015-10-23,8.208171108266905e-05
2015-10-26,8.1304231854427e-05
2015-10-27,8.052660026889838e-05
2015-10-28,8.247039358146195e-05
2015-10-29,8.596682395248554e-05
2015-10-30,8.48016894293355e-05
2015-11-02,8.635512611711393e-05
2015-11-03,8.751980468583854e-05
2015-11-04,8.829606720166557e-05
2015-11-05,8.868414152286415e-05
2015-11-06,9.178737059069232e-05
2015-11-09,9.256279882339983e-05
2015-11-10,9.101179080355552e-05
2015-11-12,9.101179080355552e-05
2015-11-13,8.946017632894617e-05
2015-11-16,8.907217789615078e-05
2015-11-17,8.829606720166557e-05
2015-11-18,8.907217789615078e-05
2015-11-19,8.790795492513206e-05
2015-11-20,8.868414152286415e-05
2015-11-23,8.829606720166557e-05
2015-11-24,8.790795492513206e-05
2015-11-25,8.751980468583854e-05
2015-11-27,8.713161647635769e-05
2015-11-30,8.674339028926004e-05
2015-12-01,8.441323522039592e-05
2015-12-02,8.557848378793883e-05
2015-12-03,9.13995996451301e-05
2015-12-04,8.946017632894617e-05
2015-12-07,8.751980468583854e-05
2015-12-08,8.790795492513206e-05
2015-12-09,8.713161647635769e-05
2015-12-10,8.790795492513206e-05
2015-12-11,8.36362127060171e-05
2015-12-14,8.751980468583854e-05
2015-12-15,8.946017632894617e-05
2015-12-16,9.023605940273548e-05
2015-12-17,8.790795492513206e-05
